respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income,order_frequency,meal_type,cuisine_preference,dietary_preference,addon_preference,spend_per_order,max_delivery_fee,subscription_budget,payment_method,max_wait_time,importance_speed,importance_quality,importance_fee,importance_discounts,importance_tracking,switch_trigger,group_ordering,surge_attitude,current_apps,main_frustration,scheduled_delivery,data_comfort,switch_motivation,living_situation,cooking_frequency,order_triggers,festival_ordering,trust_concern,trust_builder,past_switching,churn_reason,food_attitude,discovery_channel,nps_score,complaint_behaviour,will_adopt_raw,will_adopt_binary,is_noisy
R0045,P1_Urban_Professional,25-34,Female,Tier-2,Salaried (private),30k-60k,Daily,Lunch|Evening snacks|Dinner,Biryani|North Indian,No preference,Raita/Chutney|Cold drink/Lassi,200-400,Up to 50,50-99/month,Debit card,Under 20 min,4,5,4,4,4,Transparent fees|Faster delivery,Yes occasionally,Would switch apps,Zomato|Swiggy|Direct restaurant,Late deliveries,Yes occasionally,Comfortable,Loyalty rewards|Friend referral,Alone (PG/hostel),Rarely 1-2/week,Raining/bad weather|Watching match/movie,Holi,Data/privacy,News/media,Switched and stayed,Friend recommendation,Trend follower|Brand loyal,Browsing ratings,9,Post social media,Definitely will use,1,0
R0046,P3_Family_Weekend_Orderer,45-54,Male,Metro,Self-employed,30k-60k,Once a week,Late night|Dinner,Pizza,Pure vegetarian,Dessert|Papad,200-400,More than 80,Not interested,Wallet,Over 60 min,4,4,4,4,4,Faster delivery,Yes occasionally,Would switch apps,ONDC|Swiggy,High delivery fee,Maybe,Comfortable,Loyalty rewards|Nothing - loyal,Nuclear family,Almost always,Watching match/movie|Raining/bad weather,Durga Puja|Holi,Platform shutting|Unreliable delivery,Friend recommendation,Use multiple apps,Better discounts elsewhere,Foodie explorer,Friends/WhatsApp,1,Do nothing,Likely will use,1,0
R0047,P2_Price_Sensitive_Student,35-44,Female,Tier-2,Student,15k-30k,Multiple times/week,Dinner|Late night|Evening snacks,Biryani,Non-vegetarian,Raita/Chutney|Cold drink/Lassi|Salad,200-400,Up to 15,Up to 49/month,UPI,45-60 min,5,2,4,4,4,Transparent fees|Better discounts,Yes occasionally,Would wait,Zomato|Swiggy|Direct restaurant,Wrong/cold food,Probably not,Neutral,Nothing - loyal|Heavy discounts,Alone (PG/hostel),Never,Weekend mood|Festival/celebration,Christmas/New Year,Payment fraud,Big discount,Use multiple apps,Restaurant left,Foodie explorer|Comfort food lover,App recommendation,6,Post social media,Likely will use,1,0
R0048,P3_Family_Weekend_Orderer,35-44,Female,Metro,Salaried (private),60k-1L,2-3 times/month,Dinner|Lunch|Late night,Desserts|Biryani,Eggetarian,Raita/Chutney|Cold drink/Lassi,700-1200,More than 80,100-199/month,Credit card,30-45 min,3,5,3,4,4,Transparent fees|Subscription plan,Rarely,Acceptable if justified,Swiggy|ONDC,Late deliveries,Yes regularly,Comfortable,Friend referral|Heavy discounts,Joint family,Almost always,Festival/celebration|Guests at home,No specific pattern|Christmas/New Year,Payment fraud|Unreliable delivery,Money-back guarantee,Switched and stayed,Restaurant left,Comfort food lover,Instagram/YouTube,7,Leave bad review,Neutral/unsure,0,0
R0049,P3_Family_Weekend_Orderer,35-44,Female,Metro,Salaried (private),15k-30k,2-3 times/month,Dinner|Late night|Lunch,Biryani|North Indian,Pure vegetarian,Raita/Chutney|Salad,200-400,More than 80,50-99/month,Credit card,45-60 min,3,4,4,3,3,More restaurants|Transparent fees,No always individual,Acceptable with notice,ONDC,Poor support,Yes occasionally,Comfortable,Friend referral,Nuclear family,Almost always,Raining/bad weather|Guests at home,Diwali,Payment fraud|Data/privacy,Money-back guarantee,Use multiple apps,Bad deliveries,Comfort food lover,Browsing ratings,4,Contact support,Neutral/unsure,0,0
R0050,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),60k-1L,Once a week,Late night,North Indian|Chinese/Indo-Chinese|Pizza,Non-vegetarian,Papad|Cold drink/Lassi,700-1200,0 (free only),50-99/month,Credit card,20-30 min,5,3,4,4,3,Transparent fees,Yes occasionally,Acceptable with notice,Swiggy|Dunzo|Zomato,Hidden charges,Probably not,Comfortable,Faster delivery|Social media,Nuclear family,Rarely 1-2/week,Raining/bad weather,Diwali,Data/privacy|No concerns,Money-back guarantee,Use multiple apps,Bad deliveries,Food as fuel|Foodie explorer,Browsing ratings,7,Request refund,Likely will use,1,0
R0051,P6_Senior_Homemaker,45-54,Female,Metro,Homemaker,Above 1L,Once a month,Evening snacks|Lunch,South Indian,Pure vegetarian,Raita/Chutney,200-400,0 (free only),50-99/month,Debit card,30-45 min,3,5,4,2,2,Subscription plan|Better discounts,Rarely,Would switch apps,Swiggy|Dunzo,Poor support,Yes regularly,Not at all,Faster delivery,With parents,Every meal,Guests at home|Festival/celebration|Watching match/movie,Onam|Christmas/New Year|Diwali,Payment fraud,App store reviews,Switched back,Friend recommendation,Brand loyal,Browsing ratings,3,Do nothing,Unlikely to use,0,0
R0052,P4_Tier2_Explorer,25-34,Male,Tier-2,Salaried (private),15k-30k,2-3 times/month,Dinner|Late night,Biryani|Chinese/Indo-Chinese|Pizza,Pure vegetarian,No sides|Raita/Chutney|Salad,700-1200,Up to 30,Up to 49/month,Cash on delivery,20-30 min,3,5,5,3,2,Subscription plan,Rarely,Would wait,Swiggy|Zomato|Direct restaurant,Hidden charges,Probably not,Comfortable,Friend referral|Heavy discounts,With parents,Rarely 1-2/week,Festival/celebration|Guests at home,Eid|Holi,Payment fraud|Unreliable delivery,Familiar restaurants,Never used,Bad deliveries,Brand loyal|Comfort food lover,Browsing ratings,2,Contact support,Neutral/unsure,0,0
R0053,P5_Health_Conscious,25-34,Female,Metro,Self-employed,60k-1L,Multiple times/week,Lunch,Biryani,Non-vegetarian,Raita/Chutney|Salad|Cold drink/Lassi,400-700,More than 80,100-199/month,Credit card,20-30 min,4,5,4,2,5,More restaurants,Rarely,Acceptable with notice,Zomato|ONDC,Late deliveries,Yes regularly,Comfortable,Friend referral,Nuclear family,Sometimes 3-4/week,Working late,Diwali,Unreliable delivery,Friend recommendation,Use multiple apps,Bad deliveries,Health conscious,Instagram/YouTube,10,Contact support,Definitely will use,1,0
R0054,P5_Health_Conscious,35-44,Female,Metro,Freelancer,15k-30k,2-3 times/month,Lunch|Evening snacks,North Indian|Healthy/Salads,Pure vegetarian,Papad,200-400,Up to 50,100-199/month,UPI,45-60 min,3,5,2,3,4,More restaurants,No always individual,Acceptable if justified,Zomato|Swiggy,Late deliveries,Yes regularly,Very comfortable,Friend referral|Heavy discounts,Alone (PG/hostel),Sometimes 3-4/week,Craving specific dish|Working late|Weekend mood,Eid|Christmas/New Year,Food quality,Friend recommendation,Use multiple apps,Not applicable,Foodie explorer,Friends/WhatsApp,9,Do nothing,Definitely will use,1,0
R0055,P3_Family_Weekend_Orderer,25-34,Female,Tier-2,Salaried (govt),60k-1L,Multiple times/week,Dinner|Breakfast,Biryani,Pure vegetarian,Raita/Chutney,400-700,Up to 50,100-199/month,Wallet,20-30 min,4,4,4,3,3,More restaurants,Rarely,Would wait,Zomato,Late deliveries,Yes occasionally,Comfortable,Friend referral|Faster delivery,With parents,Rarely 1-2/week,Craving specific dish|Raining/bad weather|Weekend mood,Eid|Diwali|No specific pattern,Platform shutting|No concerns,Familiar restaurants,Use multiple apps,Restaurant left,Food as fuel|Health conscious,Friends/WhatsApp,8,Leave bad review,Unlikely to use,0,0
R0056,P5_Health_Conscious,35-44,Female,Metro,Salaried (private),60k-1L,Multiple times/week,Lunch|Evening snacks,Healthy/Salads|Chinese/Indo-Chinese|North Indian,Pure vegetarian,Cold drink/Lassi|Salad|Extra roti/naan,400-700,Up to 50,100-199/month,UPI,30-45 min,3,5,3,3,5,Faster delivery|Transparent fees,Yes regularly,Acceptable if justified,Direct restaurant|Swiggy,Poor support,Yes occasionally,Very comfortable,Faster delivery,Nuclear family,Sometimes 3-4/week,Too tired|Working late|Festival/celebration,Christmas/New Year,Platform shutting|Food quality,Familiar restaurants,Never switched,Restaurant left,Foodie explorer|Brand loyal,Instagram/YouTube,7,Contact support,Likely will use,1,0
R0057,P1_Urban_Professional,25-34,,Metro,Salaried (govt),,Multiple times/week,Breakfast|Dinner|Late night,Healthy/Salads|North Indian|Pizza,No preference,Cold drink/Lassi,400-700,Up to 30,50-99/month,UPI,20-30 min,5,3,2,2,5,More restaurants|Transparent fees,Yes occasionally,Acceptable with notice,Zomato|Direct restaurant|None,High delivery fee,Yes occasionally,Comfortable,Local restaurants,Alone (PG/hostel),Never,Raining/bad weather,No specific pattern|Diwali,Food quality|Platform shutting,Big discount,Use multiple apps,,Food as fuel|Foodie explorer,App recommendation,10,Request refund,Neutral/unsure,0,1
R0058,P1_Urban_Professional,25-34,Female,Metro,Salaried (private),30k-60k,Daily,Evening snacks|Dinner,Biryani|Fast food,Non-vegetarian,Salad|Cold drink/Lassi,200-400,Up to 50,Up to 49/month,BNPL,20-30 min,4,5,3,4,4,Faster delivery|Subscription plan,No always individual,Acceptable if justified,Direct restaurant|Swiggy,App crashes,Maybe,Comfortable,Local restaurants,With parents,Rarely 1-2/week,Guests at home,No festival ordering|Diwali,No concerns|Payment fraud,Big discount,Use multiple apps,Restaurant left,Food as fuel|Foodie explorer,Friends/WhatsApp,10,Contact support,Likely will use,1,0
R0059,P1_Urban_Professional,25-34,Male,Metro,Salaried (private),Above 1L,Daily,Dinner|Late night,Desserts|Chinese/Indo-Chinese,Eggetarian,Extra roti/naan|Raita/Chutney,700-1200,Up to 80,100-199/month,UPI,30-45 min,5,5,3,4,3,Transparent fees,No always individual,Acceptable with notice,Zomato|Swiggy,Wrong/cold food,Yes occasionally,Comfortable,Loyalty rewards,With roommates,Never,Too tired|Working late|Festival/celebration,No festival ordering|Christmas/New Year|Diwali,No refund|Data/privacy,Friend recommendation,Never switched,Price increased,Foodie explorer|Brand loyal,App recommendation,8,Stop using app,Likely will use,1,0
R0060,P2_Price_Sensitive_Student,18-24,Female,Metro,Student,30k-60k,Multiple times/week,Dinner,South Indian,Pure vegetarian,Raita/Chutney|Dessert,200-400,Up to 30,50-99/month,UPI,45-60 min,3,2,5,5,4,Better support,Rarely,Acceptable with notice,Zomato|Swiggy,High delivery fee,No,Very comfortable,Friend referral|Social media,With parents,Sometimes 3-4/week,Watching match/movie|Too tired|Craving specific dish,Holi|Diwali,Data/privacy,News/media,Switched and stayed,Better discounts elsewhere,Comfort food lover,Search by cuisine,6,Request refund,Neutral/unsure,0,0
R0061,P2_Price_Sensitive_Student,18-24,Male,Tier-2,Student,30k-60k,Multiple times/week,Lunch|Late night|Dinner,South Indian|Biryani,Non-vegetarian,Cold drink/Lassi,100-200,0 (free only),50-99/month,UPI,20-30 min,5,4,4,4,3,Better discounts,Rarely,Strongly dislike,Zomato,High delivery fee,No,Comfortable,Local restaurants|Heavy discounts,Alone (PG/hostel),Never,Too tired,No specific pattern|Holi|Diwali,Food quality,Friend recommendation,Switched and stayed,Bad deliveries,Foodie explorer|Food as fuel,Search by cuisine,7,Do nothing,Neutral/unsure,0,0
R0062,P1_Urban_Professional,35-44,Male,Metro,Salaried (private),60k-1L,Daily,Evening snacks|Late night,North Indian,Non-vegetarian,Cold drink/Lassi|Salad,Under 100,Up to 80,50-99/month,Wallet,20-30 min,5,5,4,3,4,Faster delivery,No always individual,Would switch apps,Swiggy|Zomato,Late deliveries,Yes occasionally,Not at all,Friend referral,Joint family,Never,Watching match/movie|Guests at home|Craving specific dish,Christmas/New Year|Eid|Diwali,No concerns,Money-back guarantee,Switched back,Bad deliveries,Foodie explorer,Instagram/YouTube,10,Contact support,Neutral/unsure,0,0
R0063,P4_Tier2_Explorer,25-34,Male,Tier-2,Salaried (private),30k-60k,Once a month,Late night|Lunch,South Indian|Chinese/Indo-Chinese|Biryani,Non-vegetarian,Raita/Chutney|Papad,100-200,0 (free only),100-199/month,UPI,45-60 min,4,4,5,5,3,Better discounts|Transparent fees,Rarely,Acceptable if justified,ONDC,No restaurants nearby,Yes occasionally,Uncomfortable,Local restaurants|Faster delivery,With roommates,Every meal,Raining/bad weather|Festival/celebration|Too tired,Eid|Diwali,Food quality|No concerns,Big discount,Never switched,Restaurant left,Trend follower|Food as fuel,Always same places,8,Stop using app,Unlikely to use,0,0
R0064,P2_Price_Sensitive_Student,Under 18,Male,Metro,Self-employed,Below 15k,Multiple times/week,Dinner|Late night|Lunch,Chinese/Indo-Chinese,Pure vegetarian,Cold drink/Lassi|Papad|Extra roti/naan,700-1200,Up to 15,50-99/month,UPI,30-45 min,5,4,5,5,3,Transparent fees|Better discounts,Yes occasionally,Acceptable with notice,ONDC,Hidden charges,No,Uncomfortable,Heavy discounts|Friend referral,With roommates,Sometimes 3-4/week,Weekend mood,Holi|Diwali,Platform shutting|Payment fraud,Big discount,Switched back,Better discounts elsewhere,Comfort food lover|Foodie explorer,Friends/WhatsApp,9,Request refund,Definitely will use,1,0
R0065,P2_Price_Sensitive_Student,18-24,Male,Metro,Student,Below 15k,Once a week,Lunch|Late night|Evening snacks,Chinese/Indo-Chinese|Fast food,Pure vegetarian,Cold drink/Lassi,100-200,0 (free only),Not interested,BNPL,Under 20 min,4,4,4,5,2,Better support|Transparent fees,Yes occasionally,Acceptable with notice,Zomato,High delivery fee,No,Very comfortable,Loyalty rewards|Heavy discounts,With parents,Never,Raining/bad weather,Christmas/New Year|Holi|Onam,Platform shutting,Money-back guarantee,Use multiple apps,Price increased,Food as fuel|Trend follower,Friends/WhatsApp,3,Leave bad review,Definitely will use,1,0
R0066,P3_Family_Weekend_Orderer,35-44,,Metro,Homemaker,,Once a week,Lunch|Dinner,Chinese/Indo-Chinese|North Indian|South Indian,Non-vegetarian,Dessert,400-700,Up to 50,100-199/month,UPI,45-60 min,3,4,4,4,4,More restaurants|Better discounts,Rarely,Acceptable with notice,None|Zomato|Swiggy,Poor support,Maybe,Neutral,Faster delivery|Loyalty rewards,Nuclear family,Rarely 1-2/week,Festival/celebration|Weekend mood,Holi|Christmas/New Year|Diwali,Food quality|Unreliable delivery,Friend recommendation,Never switched,,Foodie explorer,Browsing ratings,8,Request refund,Neutral/unsure,0,1
R0067,P1_Urban_Professional,55+,Male,Metro,Self-employed,60k-1L,Once a week,Lunch|Dinner|Late night,North Indian,Non-vegetarian,Cold drink/Lassi|Raita/Chutney,400-700,Up to 50,100-199/month,BNPL,20-30 min,4,3,4,4,4,Transparent fees,Yes occasionally,Acceptable with notice,Zomato|Swiggy|Dunzo,Late deliveries,Probably not,Very comfortable,Heavy discounts,Alone (PG/hostel),Almost always,Watching match/movie|Working late,No specific pattern,Data/privacy|Payment fraud,Money-back guarantee,Use multiple apps,Friend recommendation,Trend follower,Search by cuisine,10,Request refund,Neutral/unsure,0,0
R0068,P4_Tier2_Explorer,35-44,Female,Tier-2,Salaried (private),Below 15k,Once a week,Evening snacks,Chinese/Indo-Chinese,Pure vegetarian,Raita/Chutney|Extra roti/naan|Salad,100-200,Up to 15,Up to 49/month,Debit card,20-30 min,3,4,4,4,3,More restaurants|Transparent fees,Yes occasionally,Would wait,Zomato|Swiggy|ONDC,No restaurants nearby,Probably not,Not at all,Social media,Joint family,Almost always,Guests at home,Christmas/New Year,Food quality,Big discount,Never switched,App bugs,Brand loyal|Foodie explorer,Friends/WhatsApp,5,Leave bad review,Neutral/unsure,0,0
R0069,P1_Urban_Professional,25-34,Male,Tier-2,Student,60k-1L,Multiple times/week,Breakfast|Late night,North Indian|Biryani,Non-vegetarian,Extra roti/naan|Salad,100-200,More than 80,100-199/month,Credit card,20-30 min,4,4,4,2,3,More restaurants,Yes occasionally,Acceptable with notice,Swiggy|Zomato,Late deliveries,Yes regularly,Neutral,Faster delivery|Friend referral,Alone (PG/hostel),Rarely 1-2/week,Raining/bad weather|Too tired|Watching match/movie,Diwali|No festival ordering|No specific pattern,No concerns,News/media,Never switched,Bad deliveries,Trend follower,Friends/WhatsApp,8,Contact support,Definitely will use,1,0
R0070,P6_Senior_Homemaker,45-54,Female,Metro,Homemaker,30k-60k,Once a month,Lunch|Dinner,Desserts|Chinese/Indo-Chinese,Non-vegetarian,Raita/Chutney,200-400,0 (free only),50-99/month,UPI,30-45 min,3,5,5,3,3,Transparent fees|Scheduled delivery,No always individual,Would wait,Zomato|None,High delivery fee,Yes occasionally,Neutral,Local restaurants,With parents,Almost always,Guests at home,Navratri|Diwali,Food quality|Platform shutting,News/media,Switched back,Bad deliveries,Brand loyal|Comfort food lover,Always same places,6,Leave bad review,Unlikely to use,0,0
R0071,P4_Tier2_Explorer,25-34,,Tier-3,Salaried (private),,2-3 times/month,Evening snacks|Dinner|Lunch,Desserts|Fast food|Beverages/Chai,Pure vegetarian,Papad,100-200,Up to 15,Not interested,Wallet,20-30 min,4,3,5,4,2,Better discounts|Scheduled delivery,Yes regularly,Acceptable with notice,Swiggy|ONDC,App crashes,Maybe,Neutral,Local restaurants,Alone (PG/hostel),Never,Guests at home|Raining/bad weather|Weekend mood,Durga Puja|Diwali,Food quality,Friend recommendation,Never switched,,Food as fuel,App recommendation,6,Leave bad review,Will not use,0,1
R0072,P1_Urban_Professional,25-34,Prefer not to say,Metro,Salaried (private),Above 1L,Multiple times/week,Breakfast|Dinner|Late night,North Indian,Non-vegetarian,Dessert|Cold drink/Lassi|Extra roti/naan,400-700,Up to 80,Up to 49/month,BNPL,20-30 min,5,5,4,4,5,More restaurants,Yes occasionally,Would switch apps,Zomato|Swiggy,Wrong/cold food,Maybe,Comfortable,Local restaurants|Heavy discounts,Nuclear family,Rarely 1-2/week,Watching match/movie,No specific pattern|Christmas/New Year|No festival ordering,No refund|Data/privacy,Big discount,Switched back,Friend recommendation,Brand loyal,App recommendation,10,Request refund,Likely will use,1,0
R0073,P1_Urban_Professional,35-44,Male,Metro,Salaried (private),Above 1L,Multiple times/week,Lunch,Fast food|Chinese/Indo-Chinese|South Indian,Pure vegetarian,Raita/Chutney|Cold drink/Lassi,700-1200,Up to 50,Not interested,UPI,20-30 min,4,4,3,4,4,Scheduled delivery|Better discounts,No always individual,Acceptable if justified,None,App crashes,Maybe,Very comfortable,Faster delivery|Friend referral,With parents,Sometimes 3-4/week,Guests at home|Watching match/movie,Onam|No specific pattern,Unreliable delivery|No refund,Friend recommendation,Use multiple apps,Price increased,Food as fuel,Instagram/YouTube,5,Contact support,Definitely will use,1,0
R0074,P4_Tier2_Explorer,18-24,Male,Metro,Self-employed,Below 15k,2-3 times/month,Lunch|Late night,North Indian|Biryani|South Indian,Non-vegetarian,Salad|Cold drink/Lassi,100-200,0 (free only),50-99/month,UPI,45-60 min,4,3,4,3,4,Better support,No always individual,Would switch apps,Swiggy|Zomato,High delivery fee,Maybe,Neutral,Heavy discounts,Joint family,Every meal,Raining/bad weather|Watching match/movie,Christmas/New Year|Holi|Diwali,Food quality,Friend recommendation,Never switched,Not applicable,Trend follower|Food as fuel,Always same places,8,Leave bad review,Neutral/unsure,0,0
